,Date,Entry ID,Temperature,Humidity,Light Level,Atmospheric Pressure,Energy Consumed,Energy Generated,Battery State,Max Battery
0,2017-02-28 14:41:28 UTC,3,23.8,24.06,23.82,987.54,0.16,0.0,99.84,100.0
1,2017-02-28 14:41:58 UTC,2,23.94,22.71,24.03,987.67,0.15,0.000163,99.69,100.0
2,2017-02-28 14:42:00 UTC,1,23.94,22.71,76.8,987.67,0.16,3.3e-05,99.53,100.0
3,2017-03-01 12:20:19 UTC,4,20.81,35.13,21.03,999.65,0.3,0.382903,99.61,100.0
4,2017-03-01 12:21:50 UTC,13,20.71,35.04,20.85,999.57,0.15,0.000414,99.46,100.0
5,2017-03-01 12:22:21 UTC,5,20.68,35.04,20.8,999.44,0.15,0.000146,99.31,100.0
6,2017-03-01 12:23:26 UTC,6,20.59,35.02,20.74,999.53,0.15,0.0003,99.16,100.0
7,2017-03-01 12:23:58 UTC,7,20.57,35.02,20.71,999.51,0.16,0.000147,99.0,100.0
8,2017-03-01 12:24:58 UTC,8,20.49,35.02,20.65,999.46,0.15,0.000287,98.85,100.0
9,2017-03-01 12:25:30 UTC,9,20.46,35.02,20.63,999.43,0.16,0.000151,98.69,100.0
10,2017-03-01 12:25:59 UTC,10,20.43,35.02,20.6,999.41,0.15,0.000139,98.54,100.0
11,2017-03-01 12:26:33 UTC,11,20.4,35.02,20.58,999.39,0.15,0.000159,98.39,100.0
12,2017-03-01 12:27:47 UTC,12,20.32,35.02,20.52,999.15,0.15,0.000344,98.25,100.0
13,2017-03-01 12:31:02 UTC,14,20.25,34.92,20.45,999.38,0.15,0.000919,98.1,100.0
14,2017-03-01 12:34:59 UTC,15,20.09,35.0,20.29,999.35,0.15,0.001037,97.95,100.0
15,2017-03-01 12:35:55 UTC,16,20.04,35.0,20.25,999.27,0.15,0.000253,97.8,100.0
16,2017-03-01 12:36:55 UTC,35,20.02,35.1,20.21,999.3,0.14,0.000269,97.66,100.0
17,2017-03-01 12:37:58 UTC,17,19.99,35.1,20.19,999.25,0.14,0.000291,97.52,100.0
18,2017-03-01 12:38:57 UTC,18,19.96,35.19,20.16,999.15,0.14,0.00026,97.38,100.0
19,2017-03-01 12:40:48 UTC,19,19.91,35.19,20.1,999.32,0.14,0.000525,97.24,100.0
20,2017-03-01 12:41:48 UTC,23,19.89,35.29,20.07,999.35,0.15,0.000277,97.09,100.0
21,2017-03-01 12:42:55 UTC,21,19.88,35.29,20.02,999.3,0.15,0.000293,96.94,100.0
22,2017-03-01 12:42:57 UTC,20,19.88,35.29,15.08,999.3,0.15,7e-06,96.79,100.0
23,2017-03-01 12:48:21 UTC,22,19.88,35.29,19.95,999.23,0.15,0.001423,96.64,100.0
24,2017-03-01 12:51:39 UTC,262,19.69,35.18,19.82,999.33,0.15,0.000904,96.49,100.0
25,2017-03-01 12:53:35 UTC,24,19.61,35.18,19.72,999.45,0.15,0.000502,96.34,100.0
26,2017-03-01 12:56:20 UTC,25,19.5,35.08,19.59,999.36,0.15,0.000712,96.19,100.0
27,2017-03-01 12:56:56 UTC,26,19.47,35.08,19.57,999.45,0.14,0.000158,96.05,100.0
28,2017-03-01 13:00:07 UTC,27,19.44,34.99,19.5,999.32,0.15,0.000824,95.9,100.0
29,2017-03-01 13:00:52 UTC,28,19.39,34.99,19.46,999.24,0.16,0.000195,95.74,100.0
30,2017-03-01 13:01:59 UTC,29,19.38,34.99,19.43,999.18,0.15,0.000293,95.59,100.0
31,2017-03-01 13:02:45 UTC,30,19.35,34.99,19.4,999.09,0.15,0.000192,95.44,100.0
32,2017-03-01 13:04:52 UTC,31,19.3,34.97,19.35,998.92,0.16,0.000541,95.29,100.0
33,2017-03-01 13:05:53 UTC,32,19.28,34.97,19.31,998.98,0.15,0.00026,95.14,100.0
34,2017-03-01 13:06:53 UTC,258,19.26,34.97,19.28,998.96,0.16,0.000271,94.98,100.0
35,2017-03-01 13:07:58 UTC,33,19.21,34.97,19.24,999.17,0.15,0.000271,94.83,100.0
36,2017-03-01 13:08:44 UTC,34,19.15,35.06,19.2,999.09,0.15,0.000204,94.68,100.0
37,2017-03-01 13:11:09 UTC,36,19.06,34.97,19.09,999.04,0.14,0.000636,94.54,100.0
38,2017-03-01 13:11:53 UTC,37,19.0,34.97,19.04,999.09,0.15,0.000196,94.39,100.0
39,2017-03-01 13:12:46 UTC,246,18.96,34.97,18.96,998.98,0.14,0.000234,94.25,100.0
40,2017-03-01 13:13:55 UTC,38,18.92,34.97,18.9,999.08,0.15,0.000298,94.1,100.0
41,2017-03-01 13:16:51 UTC,39,18.81,34.95,18.77,999.03,0.16,0.000771,93.94,100.0
42,2017-03-01 13:17:51 UTC,40,18.78,34.95,18.73,998.98,0.15,0.000263,93.79,100.0
43,2017-03-01 13:18:54 UTC,42,18.75,34.95,18.69,998.88,0.16,0.000277,93.63,100.0
44,2017-03-01 13:19:44 UTC,41,18.73,34.95,18.65,998.91,0.16,0.000217,93.47,100.0
45,2017-03-01 13:22:21 UTC,238,18.65,34.95,18.58,998.98,0.15,0.000657,93.32,100.0
46,2017-03-01 13:23:01 UTC,43,18.63,34.85,18.55,998.9,0.15,0.000164,93.17,100.0
47,2017-03-01 13:23:03 UTC,248,18.63,34.85,88.0,998.9,0.15,3.8e-05,93.02,100.0
48,2017-03-01 13:24:03 UTC,44,18.63,34.85,18.55,998.98,0.14,0.000238,92.88,100.0
49,2017-03-01 13:24:34 UTC,45,18.6,34.85,18.51,998.99,0.16,0.00013,92.72,100.0
50,2017-03-01 13:25:50 UTC,46,18.58,34.85,18.47,998.97,0.14,0.00031,92.58,100.0
51,2017-03-01 13:26:40 UTC,47,18.55,34.85,18.45,998.97,0.15,0.000211,92.43,100.0
52,2017-03-01 13:30:32 UTC,48,18.44,34.64,18.4,998.89,0.16,0.000969,92.27,100.0
53,2017-03-01 13:35:24 UTC,49,18.21,34.55,18.16,998.76,0.14,0.001206,92.13,100.0
54,2017-03-01 13:37:00 UTC,50,18.09,34.55,18.03,998.59,0.15,0.00038,91.98,100.0
55,2017-03-01 13:39:58 UTC,51,17.86,34.44,17.82,998.84,0.15,0.000712,91.83,100.0
56,2017-03-01 13:42:32 UTC,52,17.77,34.34,17.74,998.71,0.15,0.000623,91.68,100.0
57,2017-03-01 13:54:40 UTC,53,17.96,33.95,18.06,998.91,0.15,0.002967,91.54,100.0
58,2017-03-01 13:55:18 UTC,54,17.89,33.86,17.94,998.36,0.14,0.000148,91.4,100.0
59,2017-03-01 13:57:58 UTC,55,17.24,34.03,17.32,998.88,0.14,0.000645,91.26,100.0
60,2017-03-01 13:58:00 UTC,252,17.24,34.03,5534.72,998.88,0.16,0.00245,91.1,100.0
61,2017-03-01 14:00:59 UTC,56,16.01,33.31,5634.56,998.9,0.16,0.234218,91.18,100.0
62,2017-03-01 14:03:17 UTC,57,15.08,33.09,4574.72,998.6,0.15,0.141476,91.17,100.0
63,2017-03-01 14:07:56 UTC,58,14.12,32.77,14.05,998.64,0.15,0.000877,91.02,100.0
64,2017-03-01 14:07:58 UTC,242,14.12,32.77,5340.16,998.64,0.15,0.002447,90.87,100.0
65,2017-03-01 14:08:27 UTC,249,14.04,32.67,13.97,998.67,0.15,9.1e-05,90.72,100.0
66,2017-03-01 14:08:29 UTC,59,14.04,32.67,5706.24,998.67,0.16,0.002558,90.56,100.0
67,2017-03-01 14:10:11 UTC,60,13.99,32.58,7710.72,998.8,0.16,0.176928,90.58,100.0
68,2017-03-01 14:10:46 UTC,250,14.1,32.39,13.9,998.79,0.15,0.000109,90.43,100.0
69,2017-03-01 14:10:55 UTC,61,14.1,32.39,8138.24,998.79,0.15,0.015942,90.3,100.0
70,2017-03-01 14:12:22 UTC,62,14.2,32.1,7303.68,998.74,0.15,0.15001,90.3,100.0
71,2017-03-01 14:12:55 UTC,63,14.18,32.1,14.01,998.72,0.15,0.000101,90.15,100.0
72,2017-03-01 14:13:52 UTC,64,14.03,32.29,5655.04,998.58,0.16,0.072917,90.06,100.0
73,2017-03-01 14:15:40 UTC,65,13.77,32.47,5649.92,998.61,0.15,0.133863,90.04,100.0
74,2017-03-01 14:24:50 UTC,241,13.27,32.64,13.15,998.55,0.15,0.001661,89.89,100.0
75,2017-03-01 14:24:52 UTC,66,13.27,32.64,5337.6,998.55,0.15,0.0023,89.75,100.0
76,2017-03-01 14:26:06 UTC,256,13.19,32.83,13.06,998.59,0.15,0.000221,89.6,100.0
77,2017-03-01 14:28:56 UTC,67,13.18,32.73,6410.24,998.59,0.16,0.243478,89.68,100.0
78,2017-03-01 14:34:08 UTC,68,13.01,32.93,12.93,998.42,0.16,0.000902,89.52,100.0
79,2017-03-01 14:35:24 UTC,69,12.65,33.0,12.54,998.36,0.15,0.000215,89.37,100.0
80,2017-03-01 14:36:26 UTC,70,12.59,33.1,12.48,998.35,0.15,0.000179,89.22,100.0
81,2017-03-01 14:36:58 UTC,257,12.48,33.1,12.4,998.38,0.15,8.6e-05,89.07,100.0
82,2017-03-01 14:37:00 UTC,260,12.48,33.1,4938.24,998.38,0.15,0.002322,88.92,100.0
83,2017-03-01 14:39:06 UTC,150,12.41,33.2,5455.36,998.48,0.15,0.159627,88.93,100.0
84,2017-03-01 14:40:37 UTC,233,12.3,33.18,12.23,998.46,0.14,0.000258,88.79,100.0
85,2017-03-01 14:40:49 UTC,71,12.3,33.18,5045.75,998.46,0.15,0.012945,88.66,100.0
86,2017-03-01 14:41:42 UTC,72,12.23,33.37,12.17,998.44,0.16,0.000141,88.5,100.0
87,2017-03-01 14:43:49 UTC,73,12.16,33.37,4165.12,998.34,0.15,0.113705,88.46,100.0
88,2017-03-01 14:45:32 UTC,74,12.03,33.37,3450.88,998.31,0.15,0.08169,88.39,100.0
89,2017-03-01 14:48:25 UTC,76,11.8,33.56,3663.36,998.26,0.15,0.138239,88.38,100.0
90,2017-03-01 14:48:54 UTC,75,11.75,33.66,11.7,998.3,0.14,7.8e-05,88.24,100.0
91,2017-03-01 14:48:56 UTC,244,11.75,33.66,3781.12,998.3,0.15,0.001681,88.09,100.0
92,2017-03-01 14:50:18 UTC,77,11.7,33.64,3911.68,998.25,0.15,0.074393,88.02,100.0
93,2017-03-01 14:50:52 UTC,78,11.66,33.64,11.56,998.34,0.15,9.2e-05,87.87,100.0
94,2017-03-01 14:51:54 UTC,138,11.65,33.74,11.54,998.24,0.14,0.000162,87.73,100.0
95,2017-03-01 14:51:56 UTC,79,11.65,33.74,3998.72,998.24,0.14,0.001804,87.59,100.0
96,2017-03-01 14:52:53 UTC,85,11.62,33.83,3978.24,998.27,0.15,0.049146,87.49,100.0
97,2017-03-01 14:53:53 UTC,229,11.6,33.92,11.5,998.27,0.14,0.000153,87.35,100.0
98,2017-03-01 14:53:55 UTC,80,11.6,33.92,3968.0,998.27,0.15,0.001783,87.2,100.0
99,2017-03-01 14:56:02 UTC,81,11.55,34.02,11.46,998.3,0.15,0.000329,87.05,100.0
100,2017-03-01 14:56:53 UTC,144,11.59,33.92,11.46,998.38,0.15,0.000131,86.9,100.0
101,2017-03-01 14:56:55 UTC,239,11.59,33.92,4336.64,998.38,0.15,0.002032,86.75,100.0
102,2017-03-01 14:58:44 UTC,82,11.63,33.92,11.52,998.24,0.15,0.000272,86.6,100.0
103,2017-03-01 14:58:52 UTC,243,11.66,33.92,11.54,998.24,0.14,2e-05,86.46,100.0
104,2017-03-01 14:59:00 UTC,222,11.66,33.92,4454.4,998.24,0.15,0.008029,86.32,100.0
105,2017-03-01 14:59:51 UTC,83,11.69,33.92,11.56,998.24,0.15,0.000135,86.17,100.0
106,2017-03-01 14:59:53 UTC,84,11.69,33.92,4894.72,998.24,0.15,0.002219,86.02,100.0
107,2017-03-01 15:00:53 UTC,230,11.78,33.94,11.63,998.25,0.14,0.000157,85.88,100.0
108,2017-03-01 15:00:55 UTC,134,11.78,33.94,5665.28,998.25,0.15,0.002552,85.74,100.0
109,2017-03-01 15:01:52 UTC,220,11.88,33.85,11.75,998.29,0.15,0.000156,85.59,100.0
110,2017-03-01 15:01:58 UTC,86,11.88,33.85,6133.76,998.29,0.14,0.008331,85.45,100.0
111,2017-03-01 15:03:51 UTC,87,12.06,33.75,11.96,998.39,0.15,0.000316,85.3,100.0
112,2017-03-01 15:05:05 UTC,89,12.08,33.85,11.96,998.42,0.15,0.000194,85.15,100.0
113,2017-03-01 15:06:06 UTC,88,12.08,33.94,11.96,998.42,0.15,0.000162,85.0,100.0
114,2017-03-01 15:07:06 UTC,90,12.06,34.04,11.95,998.39,0.15,0.000158,84.85,100.0
115,2017-03-01 15:08:07 UTC,91,12.05,34.04,11.94,998.34,0.14,0.000171,84.71,100.0
116,2017-03-01 15:08:52 UTC,234,12.03,34.04,11.94,998.23,0.15,0.00012,84.57,100.0
117,2017-03-01 15:08:58 UTC,92,12.03,34.04,4992.0,998.23,0.15,0.006685,84.42,100.0
118,2017-03-01 15:09:48 UTC,225,12.02,34.13,11.92,998.26,0.15,0.00014,84.27,100.0
119,2017-03-01 15:09:56 UTC,93,12.02,34.13,4830.72,998.26,0.16,0.009048,84.12,100.0
120,2017-03-01 15:10:57 UTC,94,11.98,34.23,11.88,998.27,0.15,0.000165,83.97,100.0
121,2017-03-01 15:11:55 UTC,95,11.9,34.33,11.82,998.3,0.15,0.00016,83.82,100.0
122,2017-03-01 15:11:57 UTC,96,11.9,34.33,4134.4,998.3,0.15,0.001777,83.67,100.0
123,2017-03-01 15:12:50 UTC,137,11.81,34.42,11.75,998.23,0.15,0.00014,83.52,100.0
124,2017-03-01 15:12:52 UTC,97,11.81,34.42,3873.28,998.23,0.15,0.001734,83.37,100.0
125,2017-03-01 15:14:10 UTC,98,11.72,34.5,3619.84,998.19,0.14,0.060478,83.3,100.0
126,2017-03-01 15:15:05 UTC,99,11.62,34.69,11.55,998.13,0.14,0.000138,83.16,100.0
127,2017-03-01 15:15:50 UTC,100,11.47,34.97,11.43,998.15,0.15,0.000113,83.01,100.0
128,2017-03-01 15:16:54 UTC,101,11.32,35.07,11.28,998.19,0.15,0.000157,82.86,100.0
129,2017-03-01 15:16:56 UTC,245,11.32,35.07,3361.28,998.19,0.16,0.00147,82.7,100.0
130,2017-03-01 15:17:49 UTC,102,11.26,35.16,11.2,998.13,0.14,0.000138,82.56,100.0
131,2017-03-01 15:17:51 UTC,135,11.26,35.16,3450.88,998.13,0.14,0.001583,82.42,100.0
132,2017-03-01 15:18:34 UTC,227,11.13,35.34,11.08,998.19,0.15,0.000108,82.27,100.0
133,2017-03-01 15:19:19 UTC,103,11.07,35.43,11.0,998.18,0.14,0.000107,82.13,100.0
134,2017-03-01 15:21:33 UTC,104,11.06,35.43,10.96,998.16,0.15,0.000332,81.98,100.0
135,2017-03-01 15:22:28 UTC,105,11.06,35.43,4446.72,998.13,0.15,0.053903,81.88,100.0
136,2017-03-01 15:24:21 UTC,106,10.96,35.53,4247.04,998.24,0.15,0.111208,81.84,100.0
137,2017-03-01 15:25:20 UTC,107,10.95,35.62,10.87,998.17,0.15,0.000139,81.69,100.0
138,2017-03-01 15:26:09 UTC,108,10.93,35.72,10.85,998.2,0.15,0.000115,81.54,100.0
139,2017-03-01 15:26:44 UTC,109,10.93,35.62,10.85,998.23,0.16,8.2e-05,81.39,100.0
140,2017-03-01 15:26:46 UTC,235,10.93,35.62,3939.84,998.23,0.14,0.001834,81.25,100.0
141,2017-03-01 15:27:25 UTC,224,10.89,35.72,10.81,998.15,0.14,9.8e-05,81.11,100.0
142,2017-03-01 15:27:27 UTC,110,10.89,35.72,3809.28,998.15,0.16,0.001712,80.95,100.0
143,2017-03-01 15:28:23 UTC,111,10.83,35.72,10.75,998.19,0.15,0.000139,80.8,100.0
144,2017-03-01 15:28:35 UTC,112,10.83,35.72,3770.88,998.19,0.15,0.00977,80.66,100.0
145,2017-03-01 15:30:38 UTC,113,10.89,35.72,10.93,998.16,0.15,0.000304,80.51,100.0
146,2017-03-01 15:31:11 UTC,114,10.91,35.72,10.86,998.15,0.14,8.4e-05,80.37,100.0
147,2017-03-01 15:33:42 UTC,115,10.83,35.91,3374.08,998.11,0.15,0.113451,80.33,100.0
148,2017-03-01 15:34:34 UTC,116,10.77,36.19,3353.6,998.09,0.15,0.037605,80.22,100.0
149,2017-03-01 15:38:01 UTC,117,10.66,36.38,10.58,998.0,0.15,0.000497,80.07,100.0
150,2017-03-01 15:38:03 UTC,118,10.66,36.38,2967.04,998.0,0.15,0.001324,79.92,100.0
151,2017-03-01 15:38:52 UTC,120,10.62,36.37,10.54,998.03,0.16,0.000111,79.76,100.0
152,2017-03-01 15:38:58 UTC,119,10.62,36.37,2780.16,998.03,0.16,0.003689,79.61,100.0
153,2017-03-01 15:39:35 UTC,237,10.56,36.37,2631.68,997.93,0.16,0.02204,79.47,100.0
154,2017-03-01 15:42:13 UTC,121,10.5,36.56,10.43,997.97,0.15,0.000366,79.32,100.0
155,2017-03-01 15:42:15 UTC,149,10.5,36.56,2854.4,997.97,0.15,0.001295,79.17,100.0
156,2017-03-01 15:43:24 UTC,122,10.49,36.56,2664.96,997.94,0.15,0.041869,79.06,100.0
157,2017-03-01 15:46:22 UTC,123,10.34,36.65,10.27,998.01,0.16,0.000423,78.9,100.0
158,2017-03-01 15:47:22 UTC,124,10.31,36.65,2417.92,997.86,0.16,0.031643,78.77,100.0
159,2017-03-01 15:48:06 UTC,125,10.26,36.75,10.2,997.92,0.14,0.000103,78.63,100.0
160,2017-03-01 15:49:27 UTC,126,10.23,36.84,2461.44,997.92,0.16,0.045547,78.52,100.0
161,2017-03-01 15:50:42 UTC,127,10.2,36.94,10.23,997.89,0.16,0.00018,78.36,100.0
162,2017-03-01 15:51:46 UTC,128,10.2,36.94,10.12,997.88,0.14,0.000142,78.22,100.0
163,2017-03-01 15:52:31 UTC,129,10.19,37.04,10.11,997.96,0.14,0.000107,78.08,100.0
164,2017-03-01 15:53:09 UTC,130,10.15,37.13,10.08,997.99,0.15,8.7e-05,77.93,100.0
165,2017-03-01 15:54:24 UTC,131,10.13,37.13,2240.0,997.99,0.15,0.039541,77.82,100.0
166,2017-03-01 15:54:56 UTC,132,10.12,37.23,2191.36,997.99,0.15,0.015881,77.68,100.0
167,2017-03-01 15:57:13 UTC,133,10.05,37.3,1864.96,997.97,0.14,0.054838,77.6,100.0
168,2017-03-01 16:01:53 UTC,136,9.8,37.4,1550.08,997.93,0.15,0.098418,77.55,100.0
169,2017-03-01 16:04:15 UTC,139,9.72,37.68,1573.12,997.99,0.15,0.050646,77.45,100.0
170,2017-03-01 16:06:41 UTC,140,9.65,37.78,1447.68,998.03,0.16,0.047993,77.34,100.0
171,2017-03-01 16:07:17 UTC,141,9.63,37.87,1424.64,997.98,0.14,0.011212,77.21,100.0
172,2017-03-01 16:09:45 UTC,142,9.55,37.96,1399.04,998.1,0.14,0.045127,77.11,100.0
173,2017-03-01 16:10:13 UTC,143,9.53,37.96,1352.96,998.05,0.16,0.008885,76.96,100.0
174,2017-03-01 16:11:16 UTC,145,9.49,38.04,1242.88,998.03,0.14,0.017071,76.84,100.0
175,2017-03-01 16:14:57 UTC,146,9.39,38.23,1153.92,998.04,0.14,0.058821,76.76,100.0
176,2017-03-01 16:17:22 UTC,147,9.35,38.23,1198.07,998.05,0.15,0.039984,76.65,100.0
177,2017-03-01 16:20:25 UTC,148,9.35,38.33,1295.36,998.07,0.15,0.055646,76.55,100.0
178,2017-03-01 16:22:44 UTC,151,9.33,38.33,1281.28,998.0,0.15,0.039979,76.44,100.0
179,2017-03-01 16:23:27 UTC,152,9.33,38.33,1309.43,997.99,0.15,0.012733,76.31,100.0
180,2017-03-01 16:24:49 UTC,153,9.33,38.52,1455.36,998.0,0.16,0.02801,76.17,100.0
181,2017-03-01 16:25:42 UTC,154,9.33,38.52,1588.48,998.05,0.15,0.019058,76.04,100.0
182,2017-03-01 16:27:15 UTC,155,9.35,38.52,1658.88,998.02,0.15,0.035061,75.93,100.0
183,2017-03-01 16:29:22 UTC,157,9.33,38.52,1515.52,998.05,0.15,0.041365,75.82,100.0
184,2017-03-01 16:30:10 UTC,156,9.31,38.61,1468.16,997.97,0.15,0.015764,75.69,100.0
185,2017-03-01 16:30:55 UTC,158,9.3,38.61,9.26,998.02,0.16,9.5e-05,75.53,100.0
186,2017-03-01 16:31:50 UTC,159,9.27,38.81,1413.12,998.03,0.16,0.017517,75.38,100.0
187,2017-03-01 16:32:31 UTC,160,9.27,38.81,1395.2,998.0,0.15,0.013486,75.25,100.0
188,2017-03-01 16:32:58 UTC,161,9.22,38.81,1359.36,998.03,0.15,0.008574,75.11,100.0
189,2017-03-01 16:33:46 UTC,162,9.24,38.9,1351.68,997.95,0.15,0.014623,74.97,100.0
190,2017-03-01 16:34:34 UTC,163,9.2,38.9,1365.76,997.93,0.15,0.014161,74.83,100.0
191,2017-03-01 16:35:14 UTC,223,9.2,38.9,1376.0,997.91,0.15,0.011805,74.7,100.0
192,2017-03-01 16:35:48 UTC,164,9.2,39.0,1400.32,997.83,0.14,0.010817,74.57,100.0
193,2017-03-01 16:37:32 UTC,165,9.2,39.09,1411.84,997.83,0.15,0.033674,74.45,100.0
194,2017-03-01 16:38:05 UTC,166,9.18,39.09,1404.16,997.85,0.15,0.010317,74.31,100.0
195,2017-03-01 16:39:09 UTC,169,9.18,39.19,1391.36,997.8,0.14,0.020492,74.19,100.0
196,2017-03-01 16:39:32 UTC,167,9.17,39.19,1386.24,997.86,0.15,0.006959,74.05,100.0
197,2017-03-01 16:40:14 UTC,168,9.18,39.19,1392.64,997.83,0.15,0.013167,73.91,100.0
198,2017-03-01 16:42:17 UTC,171,9.21,39.19,1500.16,997.77,0.16,0.04193,73.79,100.0
199,2017-03-01 16:44:16 UTC,170,9.24,39.19,1551.36,997.8,0.16,0.042943,73.68,100.0
200,2017-03-01 16:48:50 UTC,172,9.43,39.28,2841.6,997.55,0.15,0.167476,73.69,100.0
201,2017-03-01 16:50:28 UTC,226,9.61,39.01,3258.88,997.61,0.15,0.070429,73.61,100.0
202,2017-03-01 16:50:48 UTC,173,9.71,38.92,3253.76,997.51,0.15,0.015259,73.48,100.0
203,2017-03-01 16:51:56 UTC,231,9.73,39.01,3128.32,997.66,0.15,0.047027,73.38,100.0
204,2017-03-01 16:53:00 UTC,174,9.75,38.92,2956.8,997.7,0.15,0.044429,73.27,100.0
205,2017-03-01 16:53:36 UTC,175,9.75,38.92,2856.96,997.62,0.15,0.022207,73.14,100.0
206,2017-03-01 16:54:18 UTC,261,9.71,39.01,2616.32,997.62,0.15,0.025484,73.02,100.0
207,2017-03-01 16:55:09 UTC,259,9.67,39.11,2487.04,997.59,0.15,0.029402,72.9,100.0
208,2017-03-01 16:56:35 UTC,176,9.57,39.11,2118.39,997.57,0.15,0.039665,72.79,100.0
209,2017-03-01 16:58:13 UTC,177,9.46,39.19,1870.08,997.62,0.15,0.040533,72.68,100.0
210,2017-03-01 16:59:57 UTC,178,9.28,39.66,1630.72,997.56,0.14,0.037871,72.58,100.0
211,2017-03-01 17:03:53 UTC,179,9.02,39.95,1201.28,997.5,0.14,0.060907,72.5,100.0
212,2017-03-01 17:04:52 UTC,180,8.95,40.04,1206.4,997.53,0.14,0.016179,72.37,100.0
213,2017-03-01 17:05:29 UTC,181,8.92,40.04,1223.68,997.51,0.14,0.010556,72.24,100.0
214,2017-03-01 17:07:11 UTC,182,8.87,40.11,1194.88,997.57,0.14,0.028424,72.13,100.0
215,2017-03-01 17:09:57 UTC,183,8.82,40.4,1043.84,997.55,0.14,0.037948,72.03,100.0
216,2017-03-01 17:10:28 UTC,184,8.79,40.4,8.74,997.5,0.14,5.8e-05,71.89,100.0
217,2017-03-01 17:10:46 UTC,185,8.79,40.4,997.12,997.5,0.14,0.004201,71.75,100.0
218,2017-03-01 17:11:33 UTC,186,8.76,40.5,896.64,997.53,0.16,0.009021,71.6,100.0
219,2017-03-01 17:12:27 UTC,187,8.76,40.59,849.28,997.53,0.14,0.010412,71.47,100.0
220,2017-03-01 17:13:03 UTC,221,8.71,40.59,760.32,997.43,0.16,0.006212,71.32,100.0
221,2017-03-01 17:13:49 UTC,247,8.67,40.69,680.32,997.57,0.15,0.007043,71.18,100.0
222,2017-03-01 17:15:08 UTC,188,8.64,40.69,609.92,997.64,0.15,0.010769,71.04,100.0
223,2017-03-01 17:17:55 UTC,228,8.56,40.88,481.6,997.58,0.14,0.018301,70.92,100.0
224,2017-03-01 17:19:21 UTC,189,8.55,40.88,452.8,997.51,0.16,0.008456,70.76,100.0
225,2017-03-01 17:20:11 UTC,190,8.53,40.97,428.8,997.64,0.16,0.004935,70.61,100.0
226,2017-03-01 17:22:49 UTC,191,8.52,40.88,368.96,997.57,0.15,0.012497,70.47,100.0
227,2017-03-01 17:23:01 UTC,192,8.51,40.88,354.88,997.59,0.15,0.000911,70.32,100.0
228,2017-03-01 17:24:48 UTC,193,8.45,40.97,311.68,997.55,0.15,0.007489,70.18,100.0
229,2017-03-01 17:26:52 UTC,253,8.37,41.07,268.79,997.54,0.14,0.00734,70.05,100.0
230,2017-03-01 17:29:07 UTC,194,8.29,41.14,249.44,997.49,0.15,0.007903,69.91,100.0
231,2017-03-01 17:30:13 UTC,195,8.27,41.24,238.88,997.52,0.15,0.003497,69.76,100.0
232,2017-03-01 17:31:34 UTC,196,8.22,41.43,220.16,997.5,0.15,0.003973,69.61,100.0
233,2017-03-01 17:35:39 UTC,197,8.18,41.52,138.08,997.83,0.15,0.007895,69.47,100.0
234,2017-03-01 17:37:16 UTC,232,8.17,41.43,106.24,997.81,0.15,0.002345,69.32,100.0
235,2017-03-01 17:44:39 UTC,198,8.12,41.61,8.06,997.85,0.14,0.000784,69.18,100.0
236,2017-03-01 17:54:12 UTC,199,8.04,42.28,11.24,997.97,0.15,0.001394,69.04,100.0
237,2017-03-01 18:04:41 UTC,254,7.94,42.85,7.9,998.06,0.15,0.001118,68.89,100.0
238,2017-03-01 18:24:11 UTC,236,7.4,43.59,0.4,997.87,0.16,0.000102,68.73,100.0
239,2017-03-01 18:24:46 UTC,200,7.39,43.59,7.36,997.87,0.15,5.8e-05,68.58,100.0
240,2017-03-01 18:37:08 UTC,201,7.29,43.87,44.76,997.82,0.15,0.007586,68.43,100.0
241,2017-03-01 18:37:20 UTC,240,7.29,43.87,7.33,997.9,0.15,2.1e-05,68.28,100.0
242,2017-03-01 18:47:11 UTC,202,7.31,43.97,7.26,997.85,0.16,0.001011,68.13,100.0
243,2017-03-01 18:56:54 UTC,203,7.33,44.26,0.32,997.96,0.15,4.3e-05,67.98,100.0
244,2017-03-01 18:57:11 UTC,204,7.32,44.26,7.26,997.96,0.15,2.8e-05,67.83,100.0
245,2017-03-01 19:07:00 UTC,205,7.07,44.64,0.32,997.97,0.15,4.4e-05,67.68,100.0
246,2017-03-01 19:16:57 UTC,206,6.96,44.99,0.32,997.99,0.15,4.1e-05,67.53,100.0
247,2017-03-01 19:27:18 UTC,207,6.97,45.37,6.9,997.77,0.15,0.000965,67.38,100.0
248,2017-03-01 19:37:10 UTC,208,7.0,45.56,6.94,997.9,0.15,0.000908,67.23,100.0
249,2017-03-01 19:46:55 UTC,219,6.99,45.84,0.32,997.9,0.15,4.4e-05,67.08,100.0
250,2017-03-01 19:47:36 UTC,209,6.99,45.84,6.93,997.87,0.14,6.5e-05,66.94,100.0
251,2017-03-01 19:57:35 UTC,210,6.99,46.32,6.91,997.8,0.15,0.000912,66.79,100.0
252,2017-03-01 20:06:52 UTC,211,6.97,46.8,0.32,997.85,0.15,4.2e-05,66.64,100.0
253,2017-03-01 20:16:56 UTC,212,6.86,46.99,0.32,997.84,0.16,4.4e-05,66.48,100.0
254,2017-03-01 20:17:24 UTC,213,6.86,46.99,6.81,997.78,0.15,4.3e-05,66.33,100.0
